trial_num	cue_type	target_identity	target_category	choices	target_presence	response	response_correct	response_rt	trial_time	pre_cue	notsure	target_stim	timing1	actual_timing1	positions	a	b	c	d	e	f	g	h	i	j	k	l	m	n	o	p	q	r	s	t	u	v	w	x	y	z	aa	bb	cc	dd	ee	ff	gg	hh	ii	jj	kk	ll	mm	nn	oo	pp
331	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.477726521	6.564889693	[False]	['absent']	[False]	0.9	0.914891907	"[(0, 0)]"	['chair_29']	['absent']	['chair_29']	0.1	0.116655968	"[(0, 0)]"	['car_40']	['absent']	['car_40']	0.1	0.116656555	"[(0, 0)]"	['desert_23']	['absent']	['desert_23']	0.1	0.100050527	"[(0, 0)]"	['coast_1']	['absent']	['coast_1']	0.1	0.11659116	"[(0, 0)]"	['bathroom_10']	['absent']	['bathroom_10']	0.1	0.100041436	"[(0, 0)]"	['shoe_23']	['absent']	['shoe_23']	0.1	0.116588521	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916653739	"[(0, 0)]"
332	precue	desert	scene	"['a', 'b']"	present	present	1	0.229958649	6.531833352	['desert']	['present']	['desert']	0.9	0.915116828	"[(0, 0)]"	['coast_21']	['present']	['coast_21']	0.1	0.100028826	"[(0, 0)]"	['desert_38']	['present']	['desert_38']	0.1	0.100006539	"[(0, 0)]"	['bathroom_61']	['present']	['bathroom_61']	0.1	0.116641012	"[(0, 0)]"	['flower_33']	['present']	['flower_33']	0.1	0.116610808	"[(0, 0)]"	['chair_40']	['present']	['chair_40']	0.1	0.100034691	"[(0, 0)]"	['car_14']	['present']	['car_14']	0.1	0.116670044	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916592744	"[(0, 0)]"
333	precue	car	object	"['a', 'b']"	present	present	1	0.221933634	6.565012271	['car']	['present']	['car']	0.9	0.915006567	"[(0, 0)]"	['bathroom_62']	['present']	['bathroom_62']	0.1	0.100025014	"[(0, 0)]"	['desert_31']	['present']	['desert_31']	0.1	0.116669751	"[(0, 0)]"	['chair_42']	['present']	['chair_42']	0.1	0.11664981	"[(0, 0)]"	['car_52']	['present']	['car_52']	0.1	0.116602597	"[(0, 0)]"	['flower_49']	['present']	['flower_49']	0.1	0.11664893	"[(0, 0)]"	['coast_13']	['present']	['coast_13']	0.1	0.100033811	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916635558	"[(0, 0)]"
334	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.551635193	6.565109922	[False]	['absent']	[False]	0.9	0.915120347	"[(0, 0)]"	['woods_2']	['absent']	['woods_2']	0.1	0.100057565	"[(0, 0)]"	['shoe_56']	['absent']	['shoe_56']	0.1	0.116599078	"[(0, 0)]"	['coast_48']	['absent']	['coast_48']	0.1	0.100033811	"[(0, 0)]"	['chair_21']	['absent']	['chair_21']	0.1	0.116652742	"[(0, 0)]"	['desert_27']	['absent']	['desert_27']	0.1	0.116652156	"[(0, 0)]"	['car_7']	['absent']	['car_7']	0.1	0.116659194	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916657845	"[(0, 0)]"
335	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.559503027	6.531813704	[False]	['present']	[False]	0.9	0.915036772	"[(0, 0)]"	['car_50']	['present']	['car_50']	0.1	0.100031465	"[(0, 0)]"	['chair_17']	['present']	['chair_17']	0.1	0.116614327	"[(0, 0)]"	['shoe_49']	['present']	['shoe_49']	0.1	0.100030292	"[(0, 0)]"	['bathroom_53']	['present']	['bathroom_53']	0.1	0.100044955	"[(0, 0)]"	['woods_43']	['present']	['woods_43']	0.1	0.116653036	"[(0, 0)]"	['coast_36']	['present']	['coast_36']	0.1	0.116654502	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916598316	"[(0, 0)]"
336	postcue	desert	scene	"['a', 'b']"	present	absent	0	0.46512655	6.548279267	[False]	['absent']	[False]	0.9	0.914935015	"[(0, 0)]"	['woods_8']	['absent']	['woods_8']	0.1	0.100040849	"[(0, 0)]"	['shoe_21']	['absent']	['shoe_21']	0.1	0.116653036	"[(0, 0)]"	['coast_20']	['absent']	['coast_20']	0.1	0.116652156	"[(0, 0)]"	['chair_59']	['absent']	['chair_59']	0.1	0.116606116	"[(0, 0)]"	['desert_10']	['absent']	['desert_10']	0.1	0.100034984	"[(0, 0)]"	['car_19']	['absent']	['car_19']	0.1	0.116646584	"[(0, 0)]"	['desert']	['absent']	['desert']	0.9	0.900078502	"[(0, 0)]"
337	postcue	flower	object	"['a', 'b']"	present	present	1	0.453663792	6.531599047	[False]	['present']	[False]	0.9	0.914800707	"[(0, 0)]"	['woods_30']	['present']	['woods_30']	0.1	0.100027067	"[(0, 0)]"	['car_57']	['present']	['car_57']	0.1	0.116650983	"[(0, 0)]"	['flower_54']	['present']	['flower_54']	0.1	0.116611101	"[(0, 0)]"	['coast_41']	['present']	['coast_41']	0.1	0.100026774	"[(0, 0)]"	['desert_2']	['present']	['desert_2']	0.1	0.116657141	"[(0, 0)]"	['shoe_63']	['present']	['shoe_63']	0.1	0.100103018	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.900016627	"[(0, 0)]"
338	precue	car	object	"['a', 'b']"	absent	absent	1	0.296052564	6.531791124	['car']	['absent']	['car']	0.9	0.915068736	"[(0, 0)]"	['chair_44']	['absent']	['chair_44']	0.1	0.100089822	"[(0, 0)]"	['bathroom_29']	['absent']	['bathroom_29']	0.1	0.116608169	"[(0, 0)]"	['flower_41']	['absent']	['flower_41']	0.1	0.100046128	"[(0, 0)]"	['coast_5']	['absent']	['coast_5']	0.1	0.116653915	"[(0, 0)]"	['shoe_45']	['absent']	['shoe_45']	0.1	0.116649517	"[(0, 0)]"	['desert_35']	['absent']	['desert_35']	0.1	0.11660465	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916584826	"[(0, 0)]"
339	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.525249063	6.515146095	[False]	['present']	[False]	0.9	0.91504381	"[(0, 0)]"	['desert_58']	['present']	['desert_58']	0.1	0.100043489	"[(0, 0)]"	['car_34']	['present']	['car_34']	0.1	0.116646877	"[(0, 0)]"	['coast_45']	['present']	['coast_45']	0.1	0.116652156	"[(0, 0)]"	['shoe_42']	['present']	['shoe_42']	0.1	0.116674443	"[(0, 0)]"	['flower_12']	['present']	['flower_12']	0.1	0.116607875	"[(0, 0)]"	['bathroom_42']	['present']	['bathroom_42']	0.1	0.100027653	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.900044486	"[(0, 0)]"
340	postcue	car	object	"['a', 'b']"	present	present	1	0.377673942	6.531801975	[False]	['present']	[False]	0.9	0.915025042	"[(0, 0)]"	['coast_3']	['present']	['coast_3']	0.1	0.116655675	"[(0, 0)]"	['flower_27']	['present']	['flower_27']	0.1	0.100037624	"[(0, 0)]"	['car_48']	['present']	['car_48']	0.1	0.116662419	"[(0, 0)]"	['chair_5']	['present']	['chair_5']	0.1	0.116589108	"[(0, 0)]"	['woods_1']	['present']	['woods_1']	0.1	0.116660953	"[(0, 0)]"	['bathroom_52']	['present']	['bathroom_52']	0.1	0.100036157	"[(0, 0)]"	['car']	['present']	['car']	0.9	0.916654033	"[(0, 0)]"
341	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.407344446	6.548396566	[False]	['present']	[False]	0.9	0.914960821	"[(0, 0)]"	['coast_45']	['present']	['coast_45']	0.1	0.100037624	"[(0, 0)]"	['bathroom_27']	['present']	['bathroom_27']	0.1	0.116574738	"[(0, 0)]"	['shoe_15']	['present']	['shoe_15']	0.1	0.100079558	"[(0, 0)]"	['chair_57']	['present']	['chair_57']	0.1	0.116655382	"[(0, 0)]"	['desert_3']	['present']	['desert_3']	0.1	0.116658607	"[(0, 0)]"	['flower_9']	['present']	['flower_9']	0.1	0.116644531	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916661071	"[(0, 0)]"
342	postcue	bathroom	scene	"['a', 'b']"	present	present	1	0.497909877	6.531706962	[False]	['present']	[False]	0.9	0.915038531	"[(0, 0)]"	['coast_51']	['present']	['coast_51']	0.1	0.100054046	"[(0, 0)]"	['bathroom_5']	['present']	['bathroom_5']	0.1	0.116643945	"[(0, 0)]"	['shoe_63']	['present']	['shoe_63']	0.1	0.11661462	"[(0, 0)]"	['chair_31']	['present']	['chair_31']	0.1	0.100021495	"[(0, 0)]"	['desert_46']	['present']	['desert_46']	0.1	0.100004193	"[(0, 0)]"	['flower_55']	['present']	['flower_55']	0.1	0.11659116	"[(0, 0)]"	['bathroom']	['present']	['bathroom']	0.9	0.916652566	"[(0, 0)]"
343	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.472570055	6.548455509	[False]	['absent']	[False]	0.9	0.91500774	"[(0, 0)]"	['flower_64']	['absent']	['flower_64']	0.1	0.100020615	"[(0, 0)]"	['shoe_16']	['absent']	['shoe_16']	0.1	0.116662419	"[(0, 0)]"	['coast_5']	['absent']	['coast_5']	0.1	0.116636614	"[(0, 0)]"	['desert_15']	['absent']	['desert_15']	0.1	0.11660465	"[(0, 0)]"	['woods_32']	['absent']	['woods_32']	0.1	0.100047594	"[(0, 0)]"	['car_49']	['absent']	['car_49']	0.1	0.116648637	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916670748	"[(0, 0)]"
344	precue	desert	scene	"['a', 'b']"	present	present	1	0.276383564	6.564791749	['desert']	['present']	['desert']	0.9	0.91473326	"[(0, 0)]"	['chair_45']	['present']	['chair_45']	0.1	0.100091581	"[(0, 0)]"	['car_34']	['present']	['car_34']	0.1	0.116662126	"[(0, 0)]"	['desert_44']	['present']	['desert_44']	0.1	0.116645998	"[(0, 0)]"	['coast_23']	['present']	['coast_23']	0.1	0.116652742	"[(0, 0)]"	['bathroom_65']	['present']	['bathroom_65']	0.1	0.116652742	"[(0, 0)]"	['shoe_22']	['present']	['shoe_22']	0.1	0.116650983	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916595676	"[(0, 0)]"
345	nocue	FALSE	FALSE	"['a', 'b']"	absent	present	0	0.420991312	6.548480435	[False]	['present']	[False]	0.9	0.915092782	"[(0, 0)]"	['woods_24']	['present']	['woods_24']	0.1	0.100041436	"[(0, 0)]"	['desert_54']	['present']	['desert_54']	0.1	0.116653036	"[(0, 0)]"	['coast_11']	['present']	['coast_11']	0.1	0.116660953	"[(0, 0)]"	['chair_35']	['present']	['chair_35']	0.1	0.116596439	"[(0, 0)]"	['shoe_61']	['present']	['shoe_61']	0.1	0.100040263	"[(0, 0)]"	['car_40']	['present']	['car_40']	0.1	0.116612567	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.900044486	"[(0, 0)]"
346	postcue	car	object	"['a', 'b']"	absent	present	0	0.832196657	6.54830302	[False]	['present']	[False]	0.9	0.914904517	"[(0, 0)]"	['coast_68']	['present']	['coast_68']	0.1	0.100094807	"[(0, 0)]"	['flower_42']	['present']	['flower_42']	0.1	0.116654795	"[(0, 0)]"	['woods_82']	['present']	['woods_82']	0.1	0.116619605	"[(0, 0)]"	['chair_53']	['present']	['chair_53']	0.1	0.116679135	"[(0, 0)]"	['shoe_11']	['present']	['shoe_11']	0.1	0.116594679	"[(0, 0)]"	['desert_12']	['present']	['desert_12']	0.1	0.100027947	"[(0, 0)]"	['car']	['present']	['car']	0.9	0.916592451	"[(0, 0)]"
347	precue	flower	object	"['a', 'b']"	absent	absent	1	0.392776783	6.531772063	['flower']	['absent']	['flower']	0.9	0.915098354	"[(0, 0)]"	['woods_9']	['absent']	['woods_9']	0.1	0.10003821	"[(0, 0)]"	['shoe_54']	['absent']	['shoe_54']	0.1	0.116663592	"[(0, 0)]"	['car_76']	['absent']	['car_76']	0.1	0.116600837	"[(0, 0)]"	['bathroom_1']	['absent']	['bathroom_1']	0.1	0.100044662	"[(0, 0)]"	['coast_48']	['absent']	['coast_48']	0.1	0.116543068	"[(0, 0)]"	['chair_7']	['absent']	['chair_7']	0.1	0.100040263	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900035102	"[(0, 0)]"
348	precue	coast	scene	"['a', 'b']"	present	absent	0	0.234997817	6.531726317	['coast']	['absent']	['coast']	0.9	0.914991025	"[(0, 0)]"	['flower_26']	['absent']	['flower_26']	0.1	0.10001739	"[(0, 0)]"	['coast_44']	['absent']	['coast_44']	0.1	0.116646877	"[(0, 0)]"	['chair_25']	['absent']	['chair_25']	0.1	0.11660377	"[(0, 0)]"	['bathroom_26']	['absent']	['bathroom_26']	0.1	0.100042902	"[(0, 0)]"	['desert_14']	['absent']	['desert_14']	0.1	0.116656555	"[(0, 0)]"	['car_44']	['absent']	['car_44']	0.1	0.116605529	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916613564	"[(0, 0)]"
349	postcue	chair	object	"['a', 'b']"	present	present	1	0.46296854	6.565032505	[False]	['present']	[False]	0.9	0.914972257	"[(0, 0)]"	['woods_57']	['present']	['woods_57']	0.1	0.10002824	"[(0, 0)]"	['desert_10']	['present']	['desert_10']	0.1	0.116642185	"[(0, 0)]"	['coast_35']	['present']	['coast_35']	0.1	0.116665645	"[(0, 0)]"	['chair_57']	['present']	['chair_57']	0.1	0.116650396	"[(0, 0)]"	['shoe_30']	['present']	['shoe_30']	0.1	0.116659194	"[(0, 0)]"	['car_16']	['present']	['car_16']	0.1	0.11661374	"[(0, 0)]"	['chair']	['present']	['chair']	0.9	0.916641716	"[(0, 0)]"
350	postcue	car	object	"['a', 'b']"	absent	absent	1	0.397442939	6.531651539	[False]	['absent']	[False]	0.9	0.914748803	"[(0, 0)]"	['flower_29']	['absent']	['flower_29']	0.1	0.100021788	"[(0, 0)]"	['shoe_22']	['absent']	['shoe_22']	0.1	0.116607289	"[(0, 0)]"	['chair_10']	['absent']	['chair_10']	0.1	0.10003733	"[(0, 0)]"	['woods_22']	['absent']	['woods_22']	0.1	0.116659487	"[(0, 0)]"	['bathroom_14']	['absent']	['bathroom_14']	0.1	0.116652742	"[(0, 0)]"	['desert_46']	['absent']	['desert_46']	0.1	0.116600544	"[(0, 0)]"	['car']	['absent']	['car']	0.9	0.916595676	"[(0, 0)]"
351	precue	flower	object	"['a', 'b']"	absent	absent	1	0.198190251	6.531614003	['flower']	['absent']	['flower']	0.9	0.914845574	"[(0, 0)]"	['woods_60']	['absent']	['woods_60']	0.1	0.100034984	"[(0, 0)]"	['coast_27']	['absent']	['coast_27']	0.1	0.116623124	"[(0, 0)]"	['shoe_76']	['absent']	['shoe_76']	0.1	0.100030586	"[(0, 0)]"	['car_21']	['absent']	['car_21']	0.1	0.116638666	"[(0, 0)]"	['bathroom_26']	['absent']	['bathroom_26']	0.1	0.116604943	"[(0, 0)]"	['chair_16']	['absent']	['chair_16']	0.1	0.100029413	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916634092	"[(0, 0)]"
352	postcue	shoe	object	"['a', 'b']"	absent	absent	1	0.400517054	6.548361669	[False]	['absent']	[False]	0.9	0.914962873	"[(0, 0)]"	['car_64']	['absent']	['car_64']	0.1	0.100027947	"[(0, 0)]"	['chair_37']	['absent']	['chair_37']	0.1	0.11661374	"[(0, 0)]"	['coast_13']	['absent']	['coast_13']	0.1	0.116647757	"[(0, 0)]"	['flower_41']	['absent']	['flower_41']	0.1	0.116673856	"[(0, 0)]"	['desert_20']	['absent']	['desert_20']	0.1	0.116632508	"[(0, 0)]"	['bathroom_51']	['absent']	['bathroom_51']	0.1	0.100035864	"[(0, 0)]"	['shoe']	['absent']	['shoe']	0.9	0.90004126	"[(0, 0)]"
353	precue	car	object	"['a', 'b']"	absent	absent	1	0.957376161	6.548164314	['car']	['absent']	['car']	0.9	0.914773729	"[(0, 0)]"	['coast_54']	['absent']	['coast_54']	0.1	0.100008592	"[(0, 0)]"	['flower_62']	['absent']	['flower_62']	0.1	0.11661462	"[(0, 0)]"	['woods_41']	['absent']	['woods_41']	0.1	0.116729866	"[(0, 0)]"	['chair_11']	['absent']	['chair_11']	0.1	0.116575325	"[(0, 0)]"	['shoe_8']	['absent']	['shoe_8']	0.1	0.100042902	"[(0, 0)]"	['desert_3']	['absent']	['desert_3']	0.1	0.116607582	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916591278	"[(0, 0)]"
354	precue	car	object	"['a', 'b']"	present	present	1	0.213613318	6.531630425	['car']	['present']	['car']	0.9	0.914914488	"[(0, 0)]"	['coast_41']	['present']	['coast_41']	0.1	0.100087476	"[(0, 0)]"	['car_43']	['present']	['car_43']	0.1	0.116592627	"[(0, 0)]"	['shoe_42']	['present']	['shoe_42']	0.1	0.116649517	"[(0, 0)]"	['desert_42']	['present']	['desert_42']	0.1	0.100035864	"[(0, 0)]"	['chair_9']	['present']	['chair_9']	0.1	0.116611688	"[(0, 0)]"	['woods_15']	['present']	['woods_15']	0.1	0.100038503	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.900046245	"[(0, 0)]"
355	postcue	bathroom	scene	"['a', 'b']"	present	absent	0	0.70420872	6.581717123	[False]	['absent']	[False]	0.9	0.915005101	"[(0, 0)]"	['desert_7']	['absent']	['desert_7']	0.1	0.100079265	"[(0, 0)]"	['coast_11']	['absent']	['coast_11']	0.1	0.116656261	"[(0, 0)]"	['shoe_58']	['absent']	['shoe_58']	0.1	0.116667991	"[(0, 0)]"	['bathroom_19']	['absent']	['bathroom_19']	0.1	0.116646584	"[(0, 0)]"	['car_22']	['absent']	['car_22']	0.1	0.116655088	"[(0, 0)]"	['chair_54']	['absent']	['chair_54']	0.1	0.116674443	"[(0, 0)]"	['bathroom']	['absent']	['bathroom']	0.9	0.916613564	"[(0, 0)]"
356	doublecue	"('woods', 'car')"	"('scene', 'object')"	"['a', 'b']"	"('present', 'present')"	present	0	0.963685384	6.531795523	['woods']	['present']	['woods']	0.9	0.91508985	"[(0, 0)]"	['chair_11']	['present']	['chair_11']	0.1	0.100071347	"[(0, 0)]"	['woods_30']	['present']	['woods_30']	0.1	0.116656848	"[(0, 0)]"	['desert_6']	['present']	['desert_6']	0.1	0.116666232	"[(0, 0)]"	['bathroom_27']	['present']	['bathroom_27']	0.1	0.100022375	"[(0, 0)]"	['car_26']	['present']	['car_26']	0.1	0.116562129	"[(0, 0)]"	['shoe_24']	['present']	['shoe_24']	0.1	0.100043195	"[(0, 0)]"	['car']	['present']	['car']	0.9	0.916655206	"[(0, 0)]"
357	postcue	car	object	"['a', 'b']"	present	present	1	0.272876616	6.548496563	[False]	['present']	[False]	0.9	0.915101286	"[(0, 0)]"	['shoe_10']	['present']	['shoe_10']	0.1	0.116652742	"[(0, 0)]"	['chair_44']	['present']	['chair_44']	0.1	0.100022961	"[(0, 0)]"	['bathroom_26']	['present']	['bathroom_26']	0.1	0.116580603	"[(0, 0)]"	['desert_38']	['present']	['desert_38']	0.1	0.100069294	"[(0, 0)]"	['car_15']	['present']	['car_15']	0.1	0.116831917	"[(0, 0)]"	['woods_52']	['present']	['woods_52']	0.1	0.116485884	"[(0, 0)]"	['car']	['present']	['car']	0.9	0.916648754	"[(0, 0)]"
358	postcue	woods	scene	"['a', 'b']"	absent	absent	1	0.389444609	6.565049513	[False]	['absent']	[False]	0.9	0.915044983	"[(0, 0)]"	['shoe_26']	['absent']	['shoe_26']	0.1	0.100028533	"[(0, 0)]"	['flower_13']	['absent']	['flower_13']	0.1	0.116645704	"[(0, 0)]"	['car_43']	['absent']	['car_43']	0.1	0.116662419	"[(0, 0)]"	['coast_18']	['absent']	['coast_18']	0.1	0.116612274	"[(0, 0)]"	['desert_52']	['absent']	['desert_52']	0.1	0.100037037	"[(0, 0)]"	['bathroom_32']	['absent']	['bathroom_32']	0.1	0.11687825	"[(0, 0)]"	['woods']	['absent']	['woods']	0.9	0.916652273	"[(0, 0)]"
359	precue	coast	scene	"['a', 'b']"	absent	absent	1	0.245630097	6.548418266	['coast']	['absent']	['coast']	0.9	0.915087797	"[(0, 0)]"	['flower_20']	['absent']	['flower_20']	0.1	0.116674443	"[(0, 0)]"	['woods_41']	['absent']	['woods_41']	0.1	0.116620485	"[(0, 0)]"	['desert_2']	['absent']	['desert_2']	0.1	0.116652156	"[(0, 0)]"	['chair_19']	['absent']	['chair_19']	0.1	0.100034691	"[(0, 0)]"	['bathroom_30']	['absent']	['bathroom_30']	0.1	0.116612861	"[(0, 0)]"	['car_53']	['absent']	['car_53']	0.1	0.100031465	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900038034	"[(0, 0)]"
360	precue	coast	scene	"['a', 'b']"	present	present	1	0.21220485	6.548402724	['coast']	['present']	['coast']	0.9	0.915085158	"[(0, 0)]"	['shoe_5']	['present']	['shoe_5']	0.1	0.100034691	"[(0, 0)]"	['car_28']	['present']	['car_28']	0.1	0.116607582	"[(0, 0)]"	['woods_31']	['present']	['woods_31']	0.1	0.100034984	"[(0, 0)]"	['coast_16']	['present']	['coast_16']	0.1	0.116599371	"[(0, 0)]"	['bathroom_47']	['present']	['bathroom_47']	0.1	0.100040849	"[(0, 0)]"	['flower_70']	['present']	['flower_70']	0.1	0.116650983	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916650807	"[(0, 0)]"
361	postcue	shoe	object	"['a', 'b']"	present	absent	0	0.540242815	6.531725437	[False]	['absent']	[False]	0.9	0.914933255	"[(0, 0)]"	['coast_36']	['absent']	['coast_36']	0.1	0.100090408	"[(0, 0)]"	['car_49']	['absent']	['car_49']	0.1	0.116646877	"[(0, 0)]"	['shoe_34']	['absent']	['shoe_34']	0.1	0.116556557	"[(0, 0)]"	['desert_56']	['absent']	['desert_56']	0.1	0.100025894	"[(0, 0)]"	['bathroom_55']	['absent']	['bathroom_55']	0.1	0.116599078	"[(0, 0)]"	['chair_41']	['absent']	['chair_41']	0.1	0.100037917	"[(0, 0)]"	['shoe']	['absent']	['shoe']	0.9	0.916655499	"[(0, 0)]"
362	precue	shoe	object	"['a', 'b']"	present	NaN	0	NaN	6.564996729	['shoe']	['NaN']	['shoe']	0.9	0.914976363	"[(0, 0)]"	['woods_45']	['NaN']	['woods_45']	0.1	0.116675029	"[(0, 0)]"	['coast_39']	['NaN']	['coast_39']	0.1	0.116644531	"[(0, 0)]"	['flower_18']	['NaN']	['flower_18']	0.1	0.100046714	"[(0, 0)]"	['bathroom_26']	['NaN']	['bathroom_26']	0.1	0.116589694	"[(0, 0)]"	['shoe_71']	['NaN']	['shoe_71']	0.1	0.100040263	"[(0, 0)]"	['car_26']	['NaN']	['car_26']	0.1	0.116658021	"[(0, 0)]"	[False]	['NaN']	[False]	0.9	0.916688929	"[(0, 0)]"
363	precue	bathroom	scene	"['a', 'b']"	present	present	1	0.280663514	6.548033818	['bathroom']	['present']	['bathroom']	0.9	0.914619187	"[(0, 0)]"	['desert_3']	['present']	['desert_3']	0.1	0.116641892	"[(0, 0)]"	['coast_23']	['present']	['coast_23']	0.1	0.100035864	"[(0, 0)]"	['shoe_39']	['present']	['shoe_39']	0.1	0.116663299	"[(0, 0)]"	['bathroom_14']	['present']	['bathroom_14']	0.1	0.116604356	"[(0, 0)]"	['car_47']	['present']	['car_47']	0.1	0.100023548	"[(0, 0)]"	['chair_30']	['present']	['chair_30']	0.1	0.116617553	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916668988	"[(0, 0)]"
364	precue	chair	object	"['a', 'b']"	absent	absent	1	0.282749678	6.515349022	['chair']	['absent']	['chair']	0.9	0.914968738	"[(0, 0)]"	['car_58']	['absent']	['car_58']	0.1	0.100058151	"[(0, 0)]"	['bathroom_56']	['absent']	['bathroom_56']	0.1	0.116609048	"[(0, 0)]"	['shoe_21']	['absent']	['shoe_21']	0.1	0.100022082	"[(0, 0)]"	['desert_28']	['absent']	['desert_28']	0.1	0.116634268	"[(0, 0)]"	['coast_70']	['absent']	['coast_70']	0.1	0.100013871	"[(0, 0)]"	['flower_42']	['absent']	['flower_42']	0.1	0.116673563	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.900016041	"[(0, 0)]"
365	precue	car	object	"['a', 'b']"	present	present	1	0.295196574	6.531408436	['car']	['present']	['car']	0.9	0.914679889	"[(0, 0)]"	['coast_24']	['present']	['coast_24']	0.1	0.100017683	"[(0, 0)]"	['flower_17']	['present']	['flower_17']	0.1	0.100060204	"[(0, 0)]"	['car_39']	['present']	['car_39']	0.1	0.116602597	"[(0, 0)]"	['chair_23']	['present']	['chair_23']	0.1	0.100029706	"[(0, 0)]"	['woods_44']	['present']	['woods_44']	0.1	0.116656848	"[(0, 0)]"	['bathroom_3']	['present']	['bathroom_3']	0.1	0.116658314	"[(0, 0)]"	[False]	['present']	[False]	0.9	0.916654619	"[(0, 0)]"
366	precue	shoe	object	"['a', 'b']"	absent	absent	1	0.363427385	6.841371203	['shoe']	['absent']	['shoe']	0.9	0.908005866	"[(0, 0)]"	['chair_53']	['absent']	['chair_53']	0.1	0.100073693	"[(0, 0)]"	['coast_5']	['absent']	['coast_5']	0.1	0.116730453	"[(0, 0)]"	['flower_15']	['absent']	['flower_15']	0.1	0.116587055	"[(0, 0)]"	['car_43']	['absent']	['car_43']	0.1	0.116638666	"[(0, 0)]"	['bathroom_70']	['absent']	['bathroom_70']	0.1	0.415629279	"[(0, 0)]"	['woods_59']	['absent']	['woods_59']	0.1	0.100966925	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916612978	"[(0, 0)]"
367	postcue	flower	object	"['a', 'b']"	present	present	1	0.276936043	6.548241145	[False]	['present']	[False]	0.9	0.914919766	"[(0, 0)]"	['woods_58']	['present']	['woods_58']	0.1	0.100064016	"[(0, 0)]"	['coast_53']	['present']	['coast_53']	0.1	0.116622831	"[(0, 0)]"	['chair_33']	['present']	['chair_33']	0.1	0.116607582	"[(0, 0)]"	['desert_60']	['present']	['desert_60']	0.1	0.100032345	"[(0, 0)]"	['flower_37']	['present']	['flower_37']	0.1	0.116663886	"[(0, 0)]"	['shoe_55']	['present']	['shoe_55']	0.1	0.116642185	"[(0, 0)]"	['flower']	['present']	['flower']	0.9	0.9166511	"[(0, 0)]"
368	nocue	FALSE	FALSE	"['a', 'b']"	absent	absent	1	0.462569723	6.548466652	[False]	['absent']	[False]	0.9	0.91508985	"[(0, 0)]"	['car_18']	['absent']	['car_18']	0.1	0.100022961	"[(0, 0)]"	['chair_24']	['absent']	['chair_24']	0.1	0.116647464	"[(0, 0)]"	['desert_6']	['absent']	['desert_6']	0.1	0.116609928	"[(0, 0)]"	['shoe_46']	['absent']	['shoe_46']	0.1	0.100044368	"[(0, 0)]"	['coast_50']	['absent']	['coast_50']	0.1	0.116646877	"[(0, 0)]"	['bathroom_27']	['absent']	['bathroom_27']	0.1	0.116660953	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916683944	"[(0, 0)]"
369	precue	chair	object	"['a', 'b']"	present	absent	0	0.607616169	6.531758867	['chair']	['absent']	['chair']	0.9	0.91496434	"[(0, 0)]"	['woods_60']	['absent']	['woods_60']	0.1	0.100093047	"[(0, 0)]"	['desert_30']	['absent']	['desert_30']	0.1	0.116560663	"[(0, 0)]"	['coast_20']	['absent']	['coast_20']	0.1	0.100044075	"[(0, 0)]"	['chair_58']	['absent']	['chair_58']	0.1	0.116603477	"[(0, 0)]"	['shoe_6']	['absent']	['shoe_6']	0.1	0.116691744	"[(0, 0)]"	['car_13']	['absent']	['car_13']	0.1	0.100015923	"[(0, 0)]"	[False]	['absent']	[False]	0.9	0.916579841	"[(0, 0)]"
